Name,Address,Phone,Website,Rating,Review Count,Email_1,Email_1_Method,Email_1_Source,Email_1_Accuracy_Score,Email_1_Confidence,Email_2,Email_2_Method,Email_2_Source,Email_2_Accuracy_Score,Email_2_Confidence,Email_3,Email_3_Method,Email_3_Source,Email_3_Accuracy_Score,Email_3_Confidence
Sabel Wholesale Center,"589 N Court St, Montgomery, AL 36104, USA",(334) 263-0234,http://www.sabelwholesale.com/,4.7,78,sabel@sabelwholesale.com,pattern_generation,business_domain,0.7,medium,sabel@gmail.com,pattern_generation,common_domain,0.4,low,sabel@yahoo.com,pattern_generation,common_domain,0.4,low
Marshall Lumber & Millwork,"3200 Day St, Montgomery, AL 36108, USA",(334) 263-0525,http://www.marshallmillwork.com/,4.5,30,logo@2x.png,website_scraping,main_page,0.9,high,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Prohardware LLC,"1729 Upper Wetumpka Rd, Montgomery, AL 36107, USA",(334) 398-8090,N/A,4.7,18,prohardware@gmail.com,pattern_generation,common_domain,0.4,low,prohardware@yahoo.com,pattern_generation,common_domain,0.4,low,info@gmail.com,pattern_generation,common_domain_suffix,0.3,low
Buck's Bargain Center,"5841 Atlanta Hwy, Montgomery, AL 36117, USA",(334) 232-5598,https://www.bucksbargains.com/,4.4,96,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,website_scraping,main_page,0.9,high,8eb368c655b84e029ed79ad7a5c1718e@sentry.wixpress.com,website_scraping,main_page,0.9,high,N/A,N/A,N/A,N/A,N/A
Slapout Hardware,"8580 Holtville Rd, Wetumpka, AL 36092, USA",(334) 569-0080,N/A,4.6,32,slapout@gmail.com,pattern_generation,common_domain,0.4,low,slapout@yahoo.com,pattern_generation,common_domain,0.4,low,info@gmail.com,pattern_generation,common_domain_suffix,0.3,low
Lassiter's Hardware,"15271 US-31, Hope Hull, AL 36043, USA",(334) 288-4133,N/A,4.8,87,lassiters@gmail.com,pattern_generation,common_domain,0.4,low,lassiters@yahoo.com,pattern_generation,common_domain,0.4,low,info@gmail.com,pattern_generation,common_domain_suffix,0.3,low
Lowe's Home Improvement,"1950 Eastern Blvd, Montgomery, AL 36117, USA",(334) 409-9000,https://www.lowes.com/store/AL-Montgomery/0441?cm_mmc=lod-_-c-_-lcl-_-awr-_-yxt-_-go-_-441-_-na-_-0-_-0&y_source=1_MTE4MzE1OC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,3.9,2111,lowes@lowes.com,pattern_generation,business_domain,0.7,medium,lowes@gmail.com,pattern_generation,common_domain,0.4,low,lowes@yahoo.com,pattern_generation,common_domain,0.4,low
Russell Do it Center - Wetumpka,"7986 US-231, Wetumpka, AL 36092, USA",(334) 567-2255,https://www.doitbest.com/russell-do-it-center/,4.3,289,russell@doitbest.com,pattern_generation,business_domain,0.7,medium,russell@gmail.com,pattern_generation,common_domain,0.4,low,russell@yahoo.com,pattern_generation,common_domain,0.4,low
Capitol Bolt & Supply Co,"816 Lagoon Commercial Blvd, Montgomery, AL 36117, USA",(334) 244-2116,N/A,4.9,27,capitol@gmail.com,pattern_generation,common_domain,0.4,low,capitol@yahoo.com,pattern_generation,common_domain,0.4,low,info@gmail.com,pattern_generation,common_domain_suffix,0.3,low
Lowe's Home Improvement,"2307 Cobbs Ford Rd, Prattville, AL 36066, USA",(334) 285-0234,https://www.lowes.com/store/AL-Prattville/1181?cm_mmc=lod-_-c-_-lcl-_-awr-_-yxt-_-go-_-1181-_-na-_-0-_-0&y_source=1_MTE4MzE1NS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,4.1,1778,lowes@lowes.com,pattern_generation,business_domain,0.7,medium,lowes@gmail.com,pattern_generation,common_domain,0.4,low,lowes@yahoo.com,pattern_generation,common_domain,0.4,low
Store Room Fasteners Inc,"600 N Eastern Blvd, Montgomery, AL 36117, USA",(334) 271-3152,http://www.srfinc.com/,4.4,21,mymail@mailservice.com,website_scraping,main_page,0.9,high,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Blankenships' Universal Supply,"1305 SpringHill Ave, Mobile, AL 36604, USA",(251) 433-3635,http://www.blankenshipsuniversalsupply.com/,4.6,407,blankenships@blankenshipsuniversalsupply.com,pattern_generation,business_domain,0.7,medium,blankenships@gmail.com,pattern_generation,common_domain,0.4,low,blankenships@yahoo.com,pattern_generation,common_domain,0.4,low
Spring Hill Ace,"4621 D SpringHill Ave, Mobile, AL 36608, USA",(251) 342-7420,http://www.acehardware.com/store-details/11037?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=11037,4.6,207,spring@acehardware.com,pattern_generation,business_domain,0.7,medium,spring@gmail.com,pattern_generation,common_domain,0.4,low,spring@yahoo.com,pattern_generation,common_domain,0.4,low
West Mobile Hardware & General Store,"9120 Airport Blvd ste f, Mobile, AL 36608, USA",(251) 459-0848,https://hurleyhardware.com/,5,1,impallari@gmail.com,website_scraping,main_page,0.9,high,info@latinotype.com,website_scraping,main_page,0.9,high,hurleyhardwareco@gmail.com,website_scraping,contact_page,0.95,very_high
Home Outlet,"952 East Interstate 65 Service Rd N Suite 107, Mobile, AL 36607, USA",(251) 471-6609,http://www.homeoutlet.com/store/home-outlet-mobile-al,4.2,82,user@example.com,website_scraping,contact_page,0.95,very_high,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Dawes Hardware Store,"4021 Dawes Rd, Mobile, AL 36695, USA",(251) 633-2736,http://dawes-hardware-store.paqe.io/,4.8,162,dawes@dawes-hardware-store.paqe.io,pattern_generation,business_domain,0.7,medium,dawes@gmail.com,pattern_generation,common_domain,0.4,low,dawes@yahoo.com,pattern_generation,common_domain,0.4,low
Paris Ace Cottage Hill,"7101 Cottage Hill Rd, Mobile, AL 36695, USA",(251) 699-6353,N/A,4.5,31,paris@gmail.com,pattern_generation,common_domain,0.4,low,paris@yahoo.com,pattern_generation,common_domain,0.4,low,info@gmail.com,pattern_generation,common_domain_suffix,0.3,low
Moffett Road Ace Hdwe,"7380 Moffett Rd, Mobile, AL 36618, USA",(251) 645-1001,http://www.moffettroadace.com/?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=14503,4.4,255,moffett@moffettroadace.com,pattern_generation,business_domain,0.7,medium,moffett@gmail.com,pattern_generation,common_domain,0.4,low,moffett@yahoo.com,pattern_generation,common_domain,0.4,low
Lowe's Home Improvement,"4401 Rangeline Rd, Mobile, AL 36619, USA",(251) 643-7350,https://www.lowes.com/store/AL-Mobile/1599?cm_mmc=lod-_-c-_-lcl-_-awr-_-yxt-_-go-_-1599-_-na-_-0-_-0&y_source=1_MTE4MjkyNC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,4.1,2602,lowes@lowes.com,pattern_generation,business_domain,0.7,medium,lowes@gmail.com,pattern_generation,common_domain,0.4,low,lowes@yahoo.com,pattern_generation,common_domain,0.4,low
Greer's CashSaver,"4055 Cottage Hill Rd, Mobile, AL 36609, USA",(251) 666-1329,https://www.greers.com/?utm_source=google&utm_medium=organic&utm_campaign=cashsaver_cottage_hill,4.2,798,greers@greers.com,pattern_generation,business_domain,0.7,medium,greers@gmail.com,pattern_generation,common_domain,0.4,low,greers@yahoo.com,pattern_generation,common_domain,0.4,low
Lowe's Home Improvement,"151 E Interstate 65 Service Rd S, Mobile, AL 36606, USA",(251) 473-1880,https://www.lowes.com/store/AL-Mobile/0212?cm_mmc=lod-_-c-_-lcl-_-awr-_-yxt-_-go-_-212-_-na-_-0-_-0&y_source=1_MTE4MjkyMS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,3.9,2348,lowes@lowes.com,pattern_generation,business_domain,0.7,medium,lowes@gmail.com,pattern_generation,common_domain,0.4,low,lowes@yahoo.com,pattern_generation,common_domain,0.4,low
Smith Hardware,"626 Saraland Blvd S, Saraland, AL 36571, USA",(251) 679-0526,N/A,4.7,202,smith@gmail.com,pattern_generation,common_domain,0.4,low,smith@yahoo.com,pattern_generation,common_domain,0.4,low,info@gmail.com,pattern_generation,common_domain_suffix,0.3,low
Jubilee Ace Home Cntr Inc,"560 Fairhope Ave, Fairhope, AL 36532, USA",(251) 990-6665,http://www.acehardware.com/store-details/03982?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=03982,4.7,265,jubilee@acehardware.com,pattern_generation,business_domain,0.7,medium,jubilee@gmail.com,pattern_generation,common_domain,0.4,low,jubilee@yahoo.com,pattern_generation,common_domain,0.4,low
Al's 5 & 10,"4358 Old Shell Rd, Mobile, AL 36608, USA",(251) 343-6703,N/A,4.2,64,als@gmail.com,pattern_generation,common_domain,0.4,low,als@yahoo.com,pattern_generation,common_domain,0.4,low,info@gmail.com,pattern_generation,common_domain_suffix,0.3,low
Bay Area Screw & Supply,"3405 Moffett Rd, Mobile, AL 36607, USA",(251) 478-5062,https://www.bayareascrew.com/,4.8,15,bay@bayareascrew.com,pattern_generation,business_domain,0.7,medium,bay@gmail.com,pattern_generation,common_domain,0.4,low,bay@yahoo.com,pattern_generation,common_domain,0.4,low
Greer's Cash Saver,"10835 Dauphin Island Pkwy, Theodore, AL 36582, USA",(251) 973-9243,http://www.acehardware.com/store-details/16943?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=16943,4.5,211,greers@acehardware.com,pattern_generation,business_domain,0.7,medium,greers@gmail.com,pattern_generation,common_domain,0.4,low,greers@yahoo.com,pattern_generation,common_domain,0.4,low
Harrison Brothers Hardware,"124 Southside Square, Huntsville, AL 35801, USA",(256) 536-3631,http://harrisonbrothershardware.com/,4.7,287,harrison@harrisonbrothershardware.com,pattern_generation,business_domain,0.7,medium,harrison@gmail.com,pattern_generation,common_domain,0.4,low,harrison@yahoo.com,pattern_generation,common_domain,0.4,low
Lowe's Home Improvement,"3505 Mem Pkwy NW Service Rd, Huntsville, AL 35810, USA",(256) 859-0735,https://www.lowes.com/store/AL-Huntsville/1577?cm_mmc=lod-_-c-_-lcl-_-awr-_-yxt-_-go-_-1577-_-na-_-0-_-0&y_source=1_MTE4Mjk2MC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,4.2,2628,lowes@lowes.com,pattern_generation,business_domain,0.7,medium,lowes@gmail.com,pattern_generation,common_domain,0.4,low,lowes@yahoo.com,pattern_generation,common_domain,0.4,low
At Home,"1401 Memorial Pkwy NW, Huntsville, AL 35816, USA",(256) 203-8404,https://www.athome.com/store/alabama-huntsville/,4.3,1187,customercareline@athome.com,website_scraping,main_page,0.9,high,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Home Outlet,"4710 University Dr Suite P, Huntsville, AL 35816, USA",(256) 430-4067,http://www.homeoutlet.com/store/home-outlet-huntsville-al,4.3,121,user@example.com,website_scraping,contact_page,0.95,very_high,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
ACE Hazel Green Bldg Sply Inc,"15409, 431 North US-231, Hazel Green, AL 35750, USA",(256) 828-2779,https://www.acehardware.com/store-details/10082,4.3,200,ace@acehardware.com,pattern_generation,business_domain,0.7,medium,ace@gmail.com,pattern_generation,common_domain,0.4,low,ace@yahoo.com,pattern_generation,common_domain,0.4,low
Lowe's Home Improvement,"10050 S Memorial Pkwy, Huntsville, AL 35803, USA",(256) 880-1981,https://www.lowes.com/store/AL-Huntsville/0411?cm_mmc=lod-_-c-_-lcl-_-awr-_-yxt-_-go-_-411-_-na-_-0-_-0&y_source=1_MTE4Mjk2Mi03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,4.2,1496,lowes@lowes.com,pattern_generation,business_domain,0.7,medium,lowes@gmail.com,pattern_generation,common_domain,0.4,low,lowes@yahoo.com,pattern_generation,common_domain,0.4,low
City Lumber Co,"3272 Long Ave SW, Huntsville, AL 35805, USA",(256) 533-0110,https://citylumberhomecenter.com/,4.2,23,marketing@spahnandrose.com,website_scraping,main_page,0.9,high,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rew Materials,"107 Spacegate Dr NW, Huntsville, AL 35806, USA",(256) 382-6088,https://www.rewmaterials.com/,3.4,22,rew@rewmaterials.com,pattern_generation,business_domain,0.7,medium,rew@gmail.com,pattern_generation,common_domain,0.4,low,rew@yahoo.com,pattern_generation,common_domain,0.4,low
McFarland Ace,"400 McFarland Blvd A-2, Northport, AL 35476, USA",(205) 409-8669,http://www.acehardware.com/store-details/17077?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=17077,4.5,256,mcfarland@acehardware.com,pattern_generation,business_domain,0.7,medium,mcfarland@gmail.com,pattern_generation,common_domain,0.4,low,mcfarland@yahoo.com,pattern_generation,common_domain,0.4,low
"Anders Hardware Company, Inc.","419 Main Ave, Northport, AL 35476, USA",(205) 752-0461,http://hardwareeverything.com/,4.9,136,anders@hardwareeverything.com,pattern_generation,business_domain,0.7,medium,anders@gmail.com,pattern_generation,common_domain,0.4,low,anders@yahoo.com,pattern_generation,common_domain,0.4,low
Lowe's Home Improvement,"4900 Oscar Baxter Dr, Tuscaloosa, AL 35405, USA",(205) 759-4403,https://www.lowes.com/store/AL-Tuscaloosa/0423?cm_mmc=lod-_-c-_-lcl-_-awr-_-yxt-_-go-_-423-_-na-_-0-_-0&y_source=1_MTE4MjgxMS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,3.9,1763,lowes@lowes.com,pattern_generation,business_domain,0.7,medium,lowes@gmail.com,pattern_generation,common_domain,0.4,low,lowes@yahoo.com,pattern_generation,common_domain,0.4,low
Brookwood Home & Auto Inc.,"15897 AL-216, Brookwood, AL 35444, USA",(205) 553-2799,N/A,4.6,66,brookwood@gmail.com,pattern_generation,common_domain,0.4,low,brookwood@yahoo.com,pattern_generation,common_domain,0.4,low,info@gmail.com,pattern_generation,common_domain_suffix,0.3,low
Home Outlet,"400 McFarland Blvd, Northport, AL 35476, USA",(205) 333-3966,http://www.homeoutlet.com/store/home-outlet-northport-al,4.2,80,northportal@homeoutlet.com,website_scraping,main_page,0.9,high,user@example.com,website_scraping,contact_page,0.95,very_high,N/A,N/A,N/A,N/A,N/A
Lowe's Home Improvement,"5703 McFarland Blvd, Northport, AL 35476, USA",(205) 330-4613,https://www.lowes.com/store/AL-Northport/2488?cm_mmc=lod-_-c-_-lcl-_-awr-_-yxt-_-go-_-2488-_-na-_-0-_-0&y_source=1_MTE4MjgwNC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,4.1,1337,lowes@lowes.com,pattern_generation,business_domain,0.7,medium,lowes@gmail.com,pattern_generation,common_domain,0.4,low,lowes@yahoo.com,pattern_generation,common_domain,0.4,low
V & W Supply Co Inc.,"711 21st Ave, Tuscaloosa, AL 35403, USA",(205) 758-8621,https://www.vwplumbingsupply.com/?utm_source=VW+Website+TUS+GMB+,4.3,19,v@vwplumbingsupply.com,pattern_generation,business_domain,0.7,medium,v@gmail.com,pattern_generation,common_domain,0.4,low,v@yahoo.com,pattern_generation,common_domain,0.4,low
Harper Chambers Lumber Co,"4101 Andrews St, Tuscaloosa, AL 35405, USA",(205) 345-4590,http://www.hclumber.com/,4.5,10,info@hclumber.com,website_scraping,main_page,0.9,high,info@hclumber.net,website_scraping,contact_page,0.95,very_high,N/A,N/A,N/A,N/A,N/A
park supply tuscaloosa,"2918 10th Ave, Tuscaloosa, AL 35401, USA",(205) 345-8414,http://www.parksupplyco.net/,4.6,56,park@parksupplyco.net,pattern_generation,business_domain,0.7,medium,park@gmail.com,pattern_generation,common_domain,0.4,low,park@yahoo.com,pattern_generation,common_domain,0.4,low
Habitat for Humanity ReStore- Tuscaloosa,"504 14th St, Tuscaloosa, AL 35401, USA",(205) 349-4620,http://www.tuscaloosarestore.org/,4.3,140,605a7baede844d278b89dc95ae0a9123@sentry-next.wixpress.com,website_scraping,main_page,0.9,high,restore@habitattuscaloosa.org,website_scraping,main_page,0.9,high,N/A,N/A,N/A,N/A,N/A
Hillcrest Feed & Garden Supply,"10936 Commercial Dr, Tuscaloosa, AL 35405, USA",(205) 366-1414,N/A,4.6,76,hillcrest@gmail.com,pattern_generation,common_domain,0.4,low,hillcrest@yahoo.com,pattern_generation,common_domain,0.4,low,info@gmail.com,pattern_generation,common_domain_suffix,0.3,low
JLS Sales Inc.,"535 Waco Rd, Tuscaloosa, AL 35405, USA",(205) 752-1384,N/A,4.8,21,jls@gmail.com,pattern_generation,common_domain,0.4,low,jls@yahoo.com,pattern_generation,common_domain,0.4,low,info@gmail.com,pattern_generation,common_domain_suffix,0.3,low
Lowe's Home Improvement,"1641 Beltline Rd SW, Decatur, AL 35601, USA",(256) 301-0652,https://www.lowes.com/store/AL-Decatur/1176?cm_mmc=lod-_-c-_-lcl-_-awr-_-yxt-_-go-_-1176-_-na-_-0-_-0&y_source=1_MTE4Mjk0OC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,4.2,1685,lowes@lowes.com,pattern_generation,business_domain,0.7,medium,lowes@gmail.com,pattern_generation,common_domain,0.4,low,lowes@yahoo.com,pattern_generation,common_domain,0.4,low
"Gobble-Fite Lumber Company, Inc.","302 Wilson St NW, Decatur, AL 35601, USA",(256) 353-5713,https://gobble-fite.com/,4.5,50,logo_120x@2x.png,website_scraping,main_page,0.9,high,Lumber_Equipment_and_Hardware_1800x800_Shopify_Slider_580x@2x.png,website_scraping,main_page,0.9,high,N/A,N/A,N/A,N/A,N/A
Forge & Build,"408 Hwy 31 NW, Hartselle, AL 35640, USA",(256) 773-5477,http://www.acehardware.com/store-details/19370?utm_source=google&utm_medium=local&utm_campaign=localmaps&utm_content=19370,4.7,52,forge@acehardware.com,pattern_generation,business_domain,0.7,medium,forge@gmail.com,pattern_generation,common_domain,0.4,low,forge@yahoo.com,pattern_generation,common_domain,0.4,low
"Russell Building Supply - Auburn, AL","2811 E University Dr, Auburn, AL 36830, USA",(334) 887-7071,https://www.doitbest.com/russell-do-it-center/about-us/auburn/,4.1,61,russell@doitbest.com,pattern_generation,business_domain,0.7,medium,russell@gmail.com,pattern_generation,common_domain,0.4,low,russell@yahoo.com,pattern_generation,common_domain,0.4,low
United Building Supply,"2402 Florence Blvd, Florence, AL 35630, USA",(256) 766-5005,https://unitedbuildingsupplyflorence.com/,4.6,19,ejunitedlumber@gmail.com,website_scraping,main_page,0.9,high,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sheffield Hardware,"309 N Montgomery Ave, Sheffield, AL 35660, USA",(256) 320-7950,https://www.facebook.com/sheffieldhardware/,4.7,46,sheffield@facebook.com,pattern_generation,business_domain,0.7,medium,sheffield@gmail.com,pattern_generation,common_domain,0.4,low,sheffield@yahoo.com,pattern_generation,common_domain,0.4,low
Lowe's Home Improvement,"130 Cox Crk Pkwy S, Florence, AL 35630, USA",(256) 764-7887,https://www.lowes.com/store/AL-Florence/0481?cm_mmc=lod-_-c-_-lcl-_-awr-_-yxt-_-go-_-481-_-na-_-0-_-0&y_source=1_MTE4Mjk1NS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,4.2,1702,lowes@lowes.com,pattern_generation,business_domain,0.7,medium,lowes@gmail.com,pattern_generation,common_domain,0.4,low,lowes@yahoo.com,pattern_generation,common_domain,0.4,low
Southern Pipe & Supply,"528 E Tennessee St, Florence, AL 35630, USA",(256) 767-0260,http://www.southernpipe.com/,4.4,10,southern@southernpipe.com,pattern_generation,business_domain,0.7,medium,southern@gmail.com,pattern_generation,common_domain,0.4,low,southern@yahoo.com,pattern_generation,common_domain,0.4,low
Center Hill Market & Hardware,"5275 AL-64, Killen, AL 35645, USA",(256) 460-6763,http://www.centerhillmarketandhardware.com/,4.6,210,center@centerhillmarketandhardware.com,pattern_generation,business_domain,0.7,medium,center@gmail.com,pattern_generation,common_domain,0.4,low,center@yahoo.com,pattern_generation,common_domain,0.4,low
Tallman Company,"625 Veterans Dr, Florence, AL 35630, USA",(256) 767-0400,https://www.tallmanco.com/,4.6,51,your@email.com,website_scraping,main_page,0.9,high,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Builders Choice,"1626 Florence Blvd, Florence, AL 35630, USA",(256) 767-5085,https://www.builderschoicelumber.com/,4.3,21,bear@builderschoicelumber.com,website_scraping,main_page,0.9,high,mcabler@builderschoicelumber.com,website_scraping,main_page,0.9,high,kulufale@builderschoicelumber.com,website_scraping,main_page,0.9,high
Coussons Hardware and Convenience at Church Road,"30 Co Rd 30, Florence, AL 35634, USA",(256) 275-3768,N/A,4.5,40,coussons@gmail.com,pattern_generation,common_domain,0.4,low,coussons@yahoo.com,pattern_generation,common_domain,0.4,low,info@gmail.com,pattern_generation,common_domain_suffix,0.3,low
Home Outlet,"108 Zenith Rd, Dothan, AL 36303, USA",(334) 673-5625,http://www.homeoutlet.com/store/home-outlet-dothan-al,4.4,106,user@example.com,website_scraping,contact_page,0.95,very_high,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Dothan Hardware & Supply Co Inc.,"2321 N Range St, Dothan, AL 36303, USA",(334) 792-5135,http://www.dothanhardware.com/,4.7,27,jpowell@dohdwe.com,website_scraping,contact_page,0.95,very_high,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
E R Porter Hardware Co,"136 E Main St, Dothan, AL 36301, USA",(334) 792-3158,N/A,5,13,e@gmail.com,pattern_generation,common_domain,0.4,low,e@yahoo.com,pattern_generation,common_domain,0.4,low,info@gmail.com,pattern_generation,common_domain_suffix,0.3,low
Lowe's Home Improvement,"2671 Ross Clark Cir, Dothan, AL 36301, USA",(334) 673-9157,https://www.lowes.com/store/AL-Dothan/0606?cm_mmc=lod-_-c-_-lcl-_-awr-_-yxt-_-go-_-606-_-na-_-0-_-0&y_source=1_MTE4MzE2MC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,4.2,2500,lowes@lowes.com,pattern_generation,business_domain,0.7,medium,lowes@gmail.com,pattern_generation,common_domain,0.4,low,lowes@yahoo.com,pattern_generation,common_domain,0.4,low
